City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Yelizovo,RU,53.1873,158.3805,75.34,78,40,4.47,scattered clouds
349,Gabriel Leyva Solano,MX,25.6667,-108.6417,99.01,38,12,15.7,few clouds
350,Sabang,ID,5.8933,95.3214,82.47,76,100,20.85,overcast clouds
351,Port-Au-Prince,HT,18.5392,-72.335,89.22,62,40,12.66,scattered clouds
352,Ponta Delgada,PT,37.7333,-25.6667,69.49,77,75,6.91,broken clouds
353,Trelew,AR,-43.249,-65.3051,39.11,92,100,23.44,light rain
354,Pontianak,ID,-0.0333,109.3333,73.38,100,40,0.0,scattered clouds
355,Ormara,PK,25.2088,64.6357,82.83,82,74,9.53,light rain
356,Klaksvik,FO,62.2266,-6.589,52.72,94,91,24.23,overcast clouds
357,Semnan,IR,35.5729,53.3971,82.08,28,0,6.89,clear sky
358,Syracuse,IT,37.0881,15.2792,78.17,65,51,4.25,broken clouds
359,Ancud,CL,-41.8697,-73.8203,46.22,88,95,6.58,light rain
360,Emba,KZ,48.8264,58.1442,71.01,48,5,8.5,clear sky
361,Aitape,PG,-3.1374,142.3475,77.95,85,83,4.47,broken clouds
362,Rassvet,RU,46.8333,40.75,74.55,50,100,2.51,overcast clouds
363,Beringovskiy,RU,63.05,179.3167,45.59,89,100,17.9,light rain
364,Vila Velha,BR,-20.3297,-40.2925,73.35,89,75,4.61,broken clouds
365,Kidal,ML,18.4411,1.4078,97.18,15,39,6.29,scattered clouds
366,Boca Do Acre,BR,-8.7522,-67.3978,82.99,63,84,2.46,broken clouds
367,Diamantino,BR,-14.4086,-56.4461,79.86,35,16,4.65,few clouds
368,Gari,RU,59.4307,62.3497,63.86,76,9,4.7,clear sky
369,Pernik,BG,42.6,23.0333,58.69,79,26,2.68,scattered clouds
370,Ape,LV,57.5393,26.6929,55.71,90,100,2.89,overcast clouds
371,Tautira,PF,-17.7333,-149.15,77.61,78,74,18.25,light rain
372,Plessisville,CA,46.2186,-71.762,77.07,67,59,9.04,broken clouds
373,Werder,DE,52.3787,12.934,63.09,53,100,6.6,overcast clouds
374,Blackwater,AU,-23.5833,148.8833,48.38,61,0,4.68,clear sky
375,Condado,CU,21.8767,-79.8403,84.34,75,48,3.18,scattered clouds
376,Nandurbar,IN,21.3667,74.25,75.0,94,100,18.9,overcast clouds
377,Filadelfia,US,39.9523,-75.1638,84.81,60,75,5.75,broken clouds
378,Pizarro,CO,4.9533,-77.366,78.62,85,100,9.15,light rain
379,Bagdarin,RU,54.4333,113.6,50.94,91,92,3.47,overcast clouds
380,Dayong,CN,25.0209,118.2898,77.65,95,3,1.16,clear sky
381,Takoradi,GH,4.8845,-1.7554,75.07,85,65,8.32,broken clouds
382,Avera,US,33.194,-82.5271,88.38,64,95,5.1,overcast clouds
383,Arzgir,RU,45.3728,44.2206,78.31,40,39,15.39,scattered clouds
384,Pangody,RU,65.85,74.4859,50.77,91,11,9.62,few clouds
385,Llano Largo,PA,7.9,-80.4333,79.47,79,99,2.84,overcast clouds
386,Kupang,ID,-10.1667,123.5833,74.84,82,70,13.87,broken clouds
387,Kobe,JP,34.6913,135.183,80.89,100,80,3.53,broken clouds
388,Maumere,ID,-8.6199,122.2111,77.99,82,71,6.85,broken clouds
389,Otradnoye,RU,59.7775,30.8181,60.1,98,33,2.01,scattered clouds
390,Plettenberg Bay,ZA,-34.0527,23.3716,56.16,84,91,15.88,light rain
391,Saint-Augustin,CA,51.226,-58.6502,61.27,56,87,8.08,overcast clouds
392,Evans,US,33.5337,-82.1307,84.02,69,100,11.5,moderate rain
393,Tevriz,RU,57.509,72.4042,64.58,93,80,4.9,broken clouds
394,Rocky Mountain House,CA,52.3668,-114.9188,71.71,43,43,2.3,scattered clouds
395,Bubaque,GW,11.2833,-15.8333,81.03,81,78,10.96,broken clouds
396,Villa De Reyes,MX,21.8,-100.9333,83.86,26,75,19.82,broken clouds
397,Serta,PT,39.8085,-8.0988,64.44,53,1,5.95,clear sky
398,Gimli,CA,50.6336,-96.9907,69.82,78,65,6.91,broken clouds
399,Sarangani,PH,5.4033,125.4636,82.42,76,59,10.33,broken clouds
400,Lamu,KE,-2.2717,40.902,71.82,76,0,20.67,clear sky
401,Salalah,OM,17.0151,54.0924,75.29,100,100,6.91,heavy intensity drizzle
402,Almaznyy,RU,48.0448,40.045,75.87,44,100,4.88,overcast clouds
403,Mangrol,IN,21.1167,70.1167,81.79,82,100,21.0,overcast clouds
404,Kenora,CA,49.8167,-94.4337,70.77,94,75,15.01,broken clouds
405,Natal,BR,-5.795,-35.2094,79.02,83,0,12.66,clear sky
406,Carahue,CL,-38.7,-73.1667,42.98,92,8,2.24,clear sky
407,La Roche-Sur-Yon,FR,46.6667,-1.4333,73.67,43,0,6.91,clear sky
408,Daru,PG,-9.0763,143.2092,77.13,89,87,16.64,overcast clouds
409,Igarka,RU,67.4667,86.5833,46.99,67,100,7.47,overcast clouds
410,Kismayo,SO,-0.3582,42.5454,75.61,78,46,19.35,light rain
411,Zvishavane,ZW,-20.3267,30.0665,57.15,51,1,2.68,clear sky
412,Vrangel,RU,42.7297,133.0839,66.47,85,100,6.11,moderate rain
413,Zalantun,CN,48.0,122.7167,64.72,70,40,4.09,scattered clouds
414,Codrington,AU,-38.2667,141.9667,49.23,62,100,18.43,overcast clouds
415,Guerrero Negro,MX,27.9769,-114.0611,77.04,59,10,17.94,clear sky
416,Esperance,AU,-33.8667,121.9,54.66,77,81,8.72,broken clouds
417,Mackay,AU,-21.15,149.2,45.68,64,0,7.49,clear sky
418,Sobolevo,RU,54.4299,31.8996,58.66,96,100,5.73,light rain
419,Pandan,PH,14.0453,124.1694,80.92,85,67,4.45,light rain
420,Gracac,HR,44.3006,15.8547,64.15,77,16,7.85,few clouds
421,Fergus Falls,US,46.283,-96.0776,82.38,78,75,1.01,broken clouds
422,Komsomolets,KZ,53.7453,62.0708,65.59,75,100,7.52,overcast clouds
423,Soyo,AO,-6.1349,12.3689,70.81,88,17,6.15,few clouds
424,Porto Novo,BJ,6.4965,2.6036,78.62,86,86,7.92,overcast clouds
425,Mulege,MX,26.8833,-111.9833,97.79,40,30,11.03,scattered clouds
426,Husum,DE,54.4858,9.0524,55.29,84,18,7.87,few clouds
427,Kerman,IR,30.2832,57.0788,85.86,14,0,4.61,clear sky
428,Sokolow Podlaski,PL,52.4068,22.2531,53.31,90,69,8.61,broken clouds
429,Akdepe,TM,42.0551,59.3788,77.09,44,0,9.62,clear sky
430,Nasirabad,IN,26.3,74.7333,79.79,77,73,4.14,broken clouds
431,Puerto Escondido,MX,15.85,-97.0667,86.83,62,40,5.75,scattered clouds
432,Berbera,SO,10.4396,45.0143,88.39,38,66,31.16,broken clouds
433,Sorong,ID,-0.8833,131.25,75.65,85,100,6.04,overcast clouds
434,Pastavy,BY,55.1168,26.8326,52.23,88,100,4.59,overcast clouds
435,Katherine,AU,-14.4667,132.2667,50.32,71,20,5.75,few clouds
436,Sao Felix Do Xingu,BR,-6.6447,-51.995,78.73,46,9,1.79,clear sky
437,Klyuchi,RU,52.2667,79.1667,64.9,77,17,7.4,few clouds
438,Abancay,PE,-13.6339,-72.8814,67.86,46,86,5.84,overcast clouds
439,Santa Maria Da Vitoria,BR,-13.3947,-44.1886,72.34,41,0,5.37,clear sky
440,Tilichiki,RU,60.4667,166.1,62.31,52,12,10.27,few clouds
441,Jhelum,PK,32.9331,73.7264,85.77,71,64,5.93,broken clouds
442,Whitehorse,CA,60.7161,-135.0538,68.77,34,75,11.5,broken clouds
443,Bilibino,RU,68.0546,166.4372,49.46,62,44,2.73,scattered clouds
444,Kargil,IN,34.5667,76.1,55.8,66,2,7.78,clear sky
445,Placerville,US,38.7296,-120.7986,95.97,23,0,8.05,clear sky
446,Kunda,IN,25.7167,81.5167,92.34,46,77,8.79,broken clouds
447,Itarema,BR,-2.9248,-39.9167,77.88,82,58,11.83,broken clouds
448,Grafenau,DE,48.8577,13.3974,53.17,82,51,1.1,broken clouds
449,Ribeira Grande,PT,38.5167,-28.7,67.77,79,16,7.76,few clouds
450,Nuuk,GL,64.1835,-51.7216,45.21,76,40,8.05,scattered clouds
451,Colac,AU,-38.3333,143.5833,46.08,87,98,6.35,overcast clouds
452,Lesosibirsk,RU,58.2358,92.4828,56.37,93,3,5.79,clear sky
453,Burgeo,CA,47.6167,-57.6152,58.57,78,9,18.68,clear sky
454,Sangar,RU,63.9242,127.4739,55.76,94,100,0.85,moderate rain
455,Mustasaari,FI,63.1142,21.6822,57.88,94,0,4.61,clear sky
456,Tokat,TR,40.4167,36.5833,53.08,98,74,3.74,broken clouds
457,Longa,CD,2.8447,24.6776,71.2,94,100,1.61,overcast clouds
458,Asau,RO,46.4333,26.4,59.92,89,76,4.79,broken clouds
459,Praia,CV,14.9215,-23.5087,77.54,73,75,9.22,broken clouds
460,Sitka,US,57.0531,-135.33,60.69,59,100,13.8,overcast clouds
461,Stornoway,GB,58.2093,-6.3865,58.93,88,89,13.8,overcast clouds
462,Plouzane,FR,48.3833,-4.6167,71.65,63,0,11.5,clear sky
463,Kemijarvi,FI,66.7131,27.4306,54.84,92,87,2.17,overcast clouds
464,Kuching,MY,1.55,110.3333,77.22,94,40,1.14,scattered clouds
465,Mola Di Bari,IT,41.0609,17.0873,76.91,60,0,15.86,clear sky
466,Witu,KE,-2.3889,40.4382,71.76,75,4,16.15,clear sky
467,Honningsvag,NO,70.9821,25.9704,51.55,87,100,2.3,overcast clouds
468,Ishigaki,JP,24.3448,124.1572,80.73,94,20,3.44,few clouds
469,Tutoia,BR,-2.7619,-42.2744,77.67,84,54,8.01,broken clouds
470,Mulki,IN,13.1,74.8,76.28,94,100,5.75,mist
471,Gannan,CN,47.9147,123.5031,65.7,86,26,4.9,scattered clouds
472,Fereydun Kenar,IR,36.6864,52.5225,77.72,67,0,1.7,clear sky
473,Palu,ID,-0.8917,119.8707,76.95,88,100,1.95,overcast clouds
474,Gezing,AT,47.9178,13.1299,59.36,88,75,3.44,broken clouds
475,Northam,GB,51.0333,-4.2167,64.38,73,4,2.01,clear sky
476,Strai,NO,58.2,7.9,60.64,82,0,2.3,clear sky
477,Ekhabi,RU,53.5102,142.9671,69.53,81,100,11.21,overcast clouds
478,Say,NE,13.1007,2.3689,82.96,61,97,7.83,overcast clouds
479,Dubbo,AU,-32.25,148.6167,35.73,100,22,9.22,few clouds
480,Huancavelica,PE,-12.7667,-74.9833,48.25,43,76,6.24,broken clouds
481,Mount Isa,AU,-20.7333,139.5,46.17,57,0,5.75,clear sky
482,Hohhot,CN,40.8106,111.6522,61.09,72,0,6.71,clear sky
483,Jinchang,CN,38.4953,102.1739,64.62,77,85,4.92,overcast clouds
484,Matay,EG,28.419,30.7792,83.59,42,1,15.48,clear sky
485,Isangel,VU,-19.55,169.2667,80.71,83,40,4.61,scattered clouds
486,Namibe,AO,-15.1961,12.1522,63.36,87,4,2.15,clear sky
487,Xining,CN,36.6167,101.7667,62.71,91,100,2.77,overcast clouds
488,Linxia,CN,35.6003,103.2064,65.75,95,100,1.63,overcast clouds
489,Sioux Lookout,CA,50.1001,-91.917,78.87,78,75,6.91,broken clouds
490,Wanning,CN,18.8003,110.3967,80.04,91,88,7.67,overcast clouds
491,Sorland,NO,67.667,12.6934,53.46,88,56,8.12,broken clouds
492,Luderitz,NA,-26.6481,15.1594,56.07,74,0,11.99,clear sky
493,Grenfell,AU,-33.9,148.1667,40.5,83,77,4.61,broken clouds
494,Galle,LK,6.0367,80.217,78.73,85,100,18.23,overcast clouds
495,Madruga,CU,22.9114,-81.8561,86.94,67,82,6.46,heavy intensity rain
496,Dalton,US,34.7698,-84.9702,87.48,79,70,1.99,broken clouds
497,Payson,US,40.0444,-111.7321,97.39,16,75,3.0,broken clouds
498,Saint George,US,37.1041,-113.5841,108.63,10,0,11.5,clear sky
499,Yining,CN,29.0361,114.5636,79.48,88,56,2.06,broken clouds
500,Portales,US,34.1862,-103.3344,98.02,18,0,13.11,clear sky
501,Alyangula,AU,-13.8483,136.4192,67.1,69,27,12.95,scattered clouds
502,Tarata,BO,-17.6167,-66.0167,72.82,58,80,9.55,broken clouds
503,San Antero,CO,9.3741,-75.7589,82.98,83,100,7.14,overcast clouds
504,Vanavara,RU,60.34,102.2797,59.13,97,97,3.8,overcast clouds
505,Palafrugell,ES,41.9174,3.1631,75.34,47,0,6.4,clear sky
506,Bull Savanna,JM,17.8868,-77.5902,83.64,63,95,14.23,overcast clouds
507,Bolshoye Murashkino,RU,55.7826,44.7754,63.14,83,96,5.44,overcast clouds
508,Snezhnogorsk,RU,69.1933,33.2531,53.38,96,100,1.9,overcast clouds
509,Astara,AZ,38.5,48.6667,66.18,47,0,2.44,clear sky
510,Tartagal,AR,-22.5164,-63.8013,77.49,47,24,2.82,few clouds
511,Serenje,ZM,-13.2325,30.2352,51.76,69,10,4.29,clear sky
512,Ilhabela,BR,-23.7781,-45.3581,68.7,82,70,5.99,broken clouds
513,Wanaka,NZ,-44.7,169.15,29.1,82,97,1.99,overcast clouds
514,Phayakkhaphum Phisai,TH,15.5163,103.1937,79.41,88,95,10.54,overcast clouds
515,Savannakhet,LA,16.566,104.751,75.52,93,100,3.87,overcast clouds
516,Lishui,CN,28.4604,119.9103,81.97,87,98,1.12,overcast clouds
517,Waipawa,NZ,-41.4122,175.5153,47.66,69,100,7.78,moderate rain
518,Suluq,LY,31.6682,20.2521,76.69,61,0,13.42,clear sky
519,Vilyuysk,RU,63.7553,121.6247,60.26,86,96,3.38,overcast clouds
520,Banda Aceh,ID,5.5577,95.3222,80.6,73,100,13.24,overcast clouds
521,Port Macquarie,AU,-31.4333,152.9167,55.92,80,76,8.95,broken clouds
522,Oriximina,BR,-1.7656,-55.8661,81.57,66,71,3.42,broken clouds
523,Nagyszenas,HU,46.6833,20.6667,60.98,54,31,11.9,scattered clouds
524,Prieska,ZA,-29.6641,22.7474,51.06,75,61,14.07,broken clouds
525,Evensk,RU,61.95,159.2333,62.78,60,6,4.12,clear sky
526,Baruun-Urt,MN,46.6806,113.2792,63.75,51,100,2.82,overcast clouds
527,Nova Olimpia,BR,-14.7972,-57.2881,81.52,36,11,4.54,few clouds
528,Katangli,RU,51.7102,143.2326,64.35,88,100,2.68,overcast clouds
529,Bhainsdehi,IN,21.6467,77.6325,70.75,97,100,10.78,heavy intensity rain
530,Qaqortoq,GL,60.7167,-46.0333,44.35,83,21,4.88,few clouds
531,Gravdal,NO,68.1214,13.5031,52.3,84,36,5.61,scattered clouds
532,Zhanaozen,KZ,43.3,52.8,82.44,19,0,9.22,clear sky
533,Alamogordo,US,32.8995,-105.9603,94.01,33,0,8.05,clear sky
534,Kudahuvadhoo,MV,2.6708,72.8944,82.09,76,100,8.1,overcast clouds
535,Fort Morgan,US,40.2503,-103.8,101.62,19,0,11.5,clear sky
536,Seoul,KR,37.5683,126.9778,76.44,83,0,6.91,clear sky
537,Yar-Sale,RU,66.8333,70.8333,47.95,86,18,8.37,few clouds
538,Clyde River,CA,70.4692,-68.5914,48.43,71,100,4.61,overcast clouds
539,Abaza,RU,52.655,90.0928,53.62,82,11,3.51,few clouds
540,Tupik,RU,54.4253,119.9327,55.36,95,100,2.64,overcast clouds
541,Vardo,NO,70.3705,31.1107,49.98,93,100,4.61,overcast clouds
542,Vredendal,ZA,-31.6683,18.5012,51.03,96,9,3.31,clear sky
543,Ostrovnoy,RU,68.0531,39.5131,54.39,77,22,13.18,few clouds
544,Vestmannaeyjar,IS,63.4427,-20.2734,51.35,95,100,10.25,overcast clouds
545,Ermelo,ZA,-26.5333,29.9833,48.09,56,0,9.62,clear sky
546,Roma,US,43.2128,-75.4557,79.68,41,0,5.75,clear sky
547,Uusikaupunki,FI,60.8004,21.4084,55.22,78,58,7.63,broken clouds
548,Wilmington,US,34.2257,-77.9447,75.94,90,100,10.36,mist
549,Fort Nelson,CA,58.8053,-122.7002,67.59,49,75,8.05,broken clouds
550,Wajima,JP,37.4,136.9,77.2,78,100,4.68,overcast clouds
551,Winnemucca,US,40.973,-117.7357,93.25,11,0,4.61,clear sky
552,Harper,LR,4.375,-7.7169,75.07,78,28,8.08,scattered clouds
553,Rabo De Peixe,PT,37.8,-25.5833,68.27,74,75,6.91,broken clouds
554,Leh,IN,34.1667,77.5833,63.41,56,19,7.23,few clouds
555,Martapura,ID,-3.4167,114.85,77.09,100,75,1.14,broken clouds
556,Egvekinot,RU,66.3167,-179.1667,42.58,88,100,5.3,overcast clouds
557,Santa Barbara,US,34.7333,-120.0343,90.34,43,0,10.36,clear sky
558,Mormugao,IN,15.4,73.8,78.06,89,100,12.66,light rain
559,Illapel,CL,-31.6308,-71.1653,43.84,95,100,6.22,light rain
560,Acara,BR,-1.9608,-48.1967,78.58,61,51,2.66,broken clouds
561,Belaya Gora,RU,68.5333,146.4167,60.44,57,100,5.97,overcast clouds
562,Tarko-Sale,RU,64.9225,77.785,55.71,81,15,12.84,few clouds
563,Envira,BR,-7.3,-70.2167,76.21,90,100,3.58,overcast clouds
564,Kruisfontein,ZA,-34.0033,24.7314,51.89,87,64,10.29,broken clouds
565,Verkhnevilyuysk,RU,63.4453,120.3167,58.23,92,97,3.18,overcast clouds
566,Batsfjord,NO,70.6345,29.7185,55.18,82,0,4.61,clear sky
567,Broadstairs,GB,51.3591,1.4394,67.19,69,45,7.45,scattered clouds
568,Ibra,OM,22.6906,58.5334,77.05,86,100,11.07,overcast clouds
569,Mareeba,AU,-17.0,145.4333,57.92,83,8,2.89,clear sky
570,San Policarpo,PH,12.1791,125.5072,78.85,85,100,2.68,heavy intensity rain
571,Chiredzi,ZW,-21.05,31.6667,60.82,63,0,5.66,clear sky
572,Aquiles Serdan,MX,17.7833,-92.2833,92.21,63,30,8.16,scattered clouds
573,Poronaysk,RU,49.2167,143.1167,57.88,82,100,3.06,overcast clouds
574,Abnub,EG,27.2696,31.1511,89.82,33,5,9.75,clear sky
575,Larsnes,NO,62.2028,5.5773,55.81,90,94,6.17,overcast clouds
576,Liwale,TZ,-9.7667,37.9333,59.43,89,25,3.27,scattered clouds
577,Brae,GB,60.3964,-1.353,54.32,89,100,10.36,overcast clouds
578,Uyuni,BO,-20.4597,-66.825,46.27,21,30,25.46,scattered clouds
579,Namatanai,PG,-3.6667,152.4333,81.84,72,58,6.8,broken clouds
580,Olafsvik,IS,64.8945,-23.7142,50.65,93,100,8.52,overcast clouds
581,Sai Buri,TH,6.7013,101.6168,77.52,87,100,6.71,light rain
582,Tornio,FI,65.8481,24.1466,55.42,93,96,3.18,overcast clouds
583,Mawlaik,MM,23.6333,94.4167,76.46,97,73,1.05,broken clouds
584,Pontes E Lacerda,BR,-15.2261,-59.3353,82.13,38,8,2.53,clear sky
585,Olinda,BR,-8.0089,-34.8553,78.53,73,40,13.8,scattered clouds
586,Liancheng,CN,24.0519,105.075,65.37,96,15,2.95,few clouds
587,Saint-Georges,GD,12.0564,-61.7485,83.88,79,40,18.41,scattered clouds
588,Mortka,RU,59.3322,66.0214,65.97,87,31,5.32,scattered clouds
589,Kambove,CD,-10.8764,26.5969,56.91,54,4,2.86,clear sky
590,Salinas,US,36.6777,-121.6555,94.57,63,20,9.22,few clouds
591,Khonsa,IN,27.0167,95.5667,68.29,97,73,4.52,broken clouds
592,San Luis De Planes,HN,14.9833,-88.1333,71.19,67,80,4.99,broken clouds
593,Chapleau,CA,47.8405,-83.4034,69.89,73,75,11.5,broken clouds
594,Celestun,MX,20.8667,-90.4,85.39,66,72,13.38,broken clouds
595,Ayia Galini,GR,35.1,24.6833,75.38,64,0,8.57,clear sky
596,Peniche,PT,39.3558,-9.3811,67.28,88,0,14.05,clear sky
597,Novorzhev,RU,57.0294,29.3338,55.22,94,98,0.63,overcast clouds
598,Sidi Ali,DZ,36.0998,0.4206,77.16,51,0,5.88,clear sky
599,Selikhino,RU,50.3672,137.4996,72.27,82,98,1.1,overcast clouds
600,Kaeo,NZ,-35.1,173.7833,60.33,97,100,8.9,light rain
601,Uglovskoye,RU,51.3557,80.1942,63.97,77,27,7.74,scattered clouds
602,Ajdabiya,LY,30.7554,20.2263,76.77,61,0,14.54,clear sky
603,Manbij,SY,36.5281,37.9549,71.26,77,0,17.47,clear sky
604,Marienburg,PL,54.0359,19.0266,56.12,83,46,6.6,scattered clouds
605,Pacific Grove,US,36.6177,-121.9166,80.38,82,20,9.22,few clouds
606,Dongsheng,CN,39.8161,109.9776,69.03,68,100,6.31,overcast clouds
607,Ko Samui,TH,9.5357,99.9357,81.73,80,100,28.54,overcast clouds
608,Cahir,IE,52.3769,-7.9217,62.92,90,0,3.96,clear sky
609,Cuiaba,BR,-15.5961,-56.0967,89.53,31,0,4.61,clear sky
610,Fengcheng,CN,40.4536,124.0717,69.22,92,62,2.26,broken clouds
611,Toora-Khem,RU,52.4675,96.11,47.37,85,28,1.23,scattered clouds
612,Jiblah,YE,13.9216,44.1467,69.15,55,100,0.72,overcast clouds
613,Maragogi,BR,-9.0122,-35.2225,75.02,79,4,9.69,clear sky
614,Kongolo,CD,-5.3833,27.0,75.27,41,48,3.29,scattered clouds
615,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.27,78,3,9.78,clear sky
616,Sleaford,GB,52.9983,-0.4094,67.05,82,88,8.05,overcast clouds
617,Meaux,FR,48.9167,3.0,69.64,66,34,7.52,scattered clouds
618,Chimichagua,CO,9.2578,-73.8123,90.43,62,55,3.94,broken clouds
619,Galanta,SK,48.19,17.7275,62.71,70,75,9.48,broken clouds
620,Jepelacio,PE,-6.1167,-76.95,70.07,88,72,1.34,broken clouds
621,Toppenish,US,46.3774,-120.3087,87.35,19,82,4.0,broken clouds
622,Anda,CN,46.4,125.3167,68.32,79,73,5.7,broken clouds
623,Pulandian,CN,39.3953,121.9669,70.9,95,40,7.9,scattered clouds
624,Yertsevo,RU,60.7966,40.086,59.32,98,100,5.5,overcast clouds
625,Palauig,PH,15.435,119.9045,81.16,79,84,6.35,broken clouds
626,Yichang,CN,30.7144,111.2847,81.61,88,84,1.79,broken clouds
627,Pochutla,MX,15.7432,-96.4661,91.22,69,100,5.64,overcast clouds
628,Tabou,CI,4.423,-7.3528,75.22,78,38,7.94,scattered clouds
629,Caiaponia,BR,-16.9567,-51.8103,69.66,36,9,3.85,clear sky
630,La Asuncion,VE,11.0333,-63.8628,82.13,74,100,13.8,overcast clouds
631,Dwarka,IN,22.2394,68.9678,82.51,82,100,21.43,light rain
632,Poum,NC,-20.2333,164.0167,77.36,82,2,11.32,clear sky
633,Hinton,CA,53.4001,-117.5857,71.55,29,75,9.24,broken clouds
634,Zyryanka,RU,65.75,150.85,73.06,45,45,6.15,scattered clouds
635,Hovd,MN,48.0056,91.6419,56.91,53,6,4.25,light rain
636,Dalvik,IS,65.9702,-18.5286,51.73,95,100,3.91,overcast clouds
637,Saint-Joseph,RE,-21.3667,55.6167,63.21,76,17,13.82,few clouds
638,Olavarria,AR,-36.8927,-60.3225,53.02,58,100,8.95,overcast clouds
639,Port Lincoln,AU,-34.7333,135.8667,52.99,63,97,14.54,overcast clouds
640,Polczyn-Zdroj,PL,53.7642,16.0957,55.09,84,20,8.57,few clouds
641,Cerro Grande,HN,13.8167,-87.25,78.51,54,86,6.35,overcast clouds
642,Marrakesh,MA,31.6315,-8.0083,96.87,20,20,5.75,few clouds
643,Chalchihuites,MX,23.4833,-103.8833,83.17,19,39,17.2,scattered clouds
644,Aktau,KZ,43.65,51.2,75.78,27,0,10.94,clear sky
645,Holme,DK,56.1138,10.1725,56.77,84,96,8.86,overcast clouds
646,Maiduguri,NG,11.8464,13.1603,85.24,50,71,9.55,broken clouds
647,Paamiut,GL,61.994,-49.6678,39.56,92,18,20.45,few clouds
648,Tonj,SS,7.2737,28.6822,71.69,85,98,4.92,overcast clouds
649,Biak,ID,-0.9131,122.8766,73.09,88,100,2.46,overcast clouds
650,Hasaki,JP,35.7333,140.8333,77.29,86,0,2.73,clear sky
651,Saryozek,KZ,44.3583,77.9753,67.35,39,62,4.38,broken clouds
652,Ust-Nera,RU,64.5667,143.2,75.97,55,100,4.59,overcast clouds
653,Neiafu,TO,-18.65,-173.9833,77.68,94,75,13.8,broken clouds
654,Nelson Bay,AU,-32.7167,152.15,54.0,96,96,8.79,overcast clouds
655,Khon Buri,TH,14.5254,102.2459,74.14,89,100,3.13,light rain
656,Dukat,RU,62.55,155.55,76.26,44,32,10.56,scattered clouds
657,Kumano,JP,34.3442,132.5894,76.95,90,100,2.68,overcast clouds
658,Ratzeburg,DE,53.7,10.7667,56.21,78,88,5.75,overcast clouds
659,Bullhead City,US,35.1478,-114.5683,113.86,9,20,9.22,few clouds
660,Salta,AR,-24.7859,-65.4117,81.19,22,40,16.11,scattered clouds
661,Kushmurun,KZ,52.4503,64.6311,66.72,74,94,10.25,overcast clouds
